State,County,Violentcrime,Murder andnonnegligentmanslaughter,Rape(reviseddefinition)1,Rape(legacydefinition)2,Robbery,Aggravatedassault,Propertycrime,Burglary,Larceny-theft,Motorvehicletheft,Arson3,
INDIANA - Nonmetropolitan Counties,Ripley,1.0,0.0,,0.0,1.0,0.0,183.0,35.0,136.0,12.0,,
INDIANA - Nonmetropolitan Counties,Starke,8.0,1.0,1.0,,1.0,5.0,119.0,19.0,94.0,6.0,0.0,
INDIANA - Nonmetropolitan Counties,Steuben,8.0,1.0,2.0,,3.0,2.0,416.0,64.0,338.0,14.0,2.0,
INDIANA - Nonmetropolitan Counties,Tipton,9.0,0.0,,1.0,2.0,6.0,46.0,26.0,13.0,7.0,0.0,
INDIANA - Nonmetropolitan Counties,Wabash,7.0,0.0,,0.0,0.0,7.0,243.0,80.0,152.0,11.0,0.0,
INDIANA - Nonmetropolitan Counties,Wayne,0.0,0.0,,0.0,0.0,0.0,308.0,133.0,175.0,0.0,,
INDIANA - Nonmetropolitan Counties,White,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
IOWA - Metropolitan Counties,Black Hawk,27.0,0.0,2.0,,1.0,24.0,127.0,64.0,56.0,7.0,0.0,
IOWA - Metropolitan Counties,Dallas,33.0,0.0,0.0,,0.0,33.0,123.0,10.0,99.0,14.0,3.0,
IOWA - Metropolitan Counties,Dubuque,7.0,0.0,1.0,,1.0,5.0,245.0,132.0,94.0,19.0,2.0,
IOWA - Metropolitan Counties,Grundy,5.0,0.0,1.0,,0.0,4.0,61.0,22.0,37.0,2.0,1.0,
IOWA - Metropolitan Counties,Guthrie,4.0,0.0,0.0,,0.0,4.0,70.0,24.0,41.0,5.0,0.0,
IOWA - Metropolitan Counties,Harrison,11.0,0.0,3.0,,0.0,8.0,72.0,25.0,34.0,13.0,0.0,
IOWA - Metropolitan Counties,Johnson,56.0,0.0,10.0,,0.0,46.0,210.0,66.0,130.0,14.0,3.0,
IOWA - Metropolitan Counties,Linn,23.0,1.0,4.0,,1.0,17.0,266.0,120.0,117.0,29.0,0.0,
IOWA - Metropolitan Counties,Madison,6.0,0.0,1.0,,0.0,5.0,45.0,15.0,25.0,5.0,0.0,
IOWA - Metropolitan Counties,Mills,24.0,0.0,4.0,,0.0,20.0,90.0,25.0,52.0,13.0,1.0,
IOWA - Metropolitan Counties,Plymouth,14.0,0.0,9.0,,0.0,5.0,36.0,9.0,21.0,6.0,0.0,
IOWA - Metropolitan Counties,Pottawattamie,70.0,0.0,5.0,,1.0,64.0,311.0,121.0,159.0,31.0,6.0,
IOWA - Metropolitan Counties,Scott,57.0,0.0,15.0,,0.0,42.0,164.0,109.0,47.0,8.0,3.0,
IOWA - Metropolitan Counties,Story,19.0,0.0,6.0,,0.0,13.0,140.0,60.0,67.0,13.0,2.0,
IOWA - Metropolitan Counties,Warren,47.0,0.0,8.0,,2.0,37.0,174.0,63.0,91.0,20.0,3.0,
IOWA - Metropolitan Counties,Washington,39.0,0.0,8.0,,0.0,31.0,97.0,30.0,61.0,6.0,0.0,
IOWA - Metropolitan Counties,Woodbury,24.0,1.0,4.0,,0.0,19.0,78.0,30.0,42.0,6.0,3.0,
IOWA - Nonmetropolitan Counties,Adair,7.0,0.0,0.0,,0.0,7.0,49.0,22.0,27.0,0.0,1.0,
IOWA - Nonmetropolitan Counties,Adams,8.0,1.0,1.0,,0.0,6.0,26.0,8.0,18.0,0.0,1.0,
IOWA - Nonmetropolitan Counties,Appanoose,6.0,0.0,1.0,,1.0,4.0,80.0,36.0,38.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Audubon,4.0,0.0,0.0,,0.0,4.0,33.0,8.0,23.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Boone,7.0,0.0,2.0,,0.0,5.0,51.0,16.0,30.0,5.0,0.0,
IOWA - Nonmetropolitan Counties,Buchanan,8.0,0.0,0.0,,2.0,6.0,111.0,31.0,72.0,8.0,0.0,
IOWA - Nonmetropolitan Counties,Buena Vista,10.0,0.0,4.0,,1.0,5.0,53.0,22.0,28.0,3.0,1.0,
IOWA - Nonmetropolitan Counties,Butler,0.0,0.0,0.0,,0.0,0.0,9.0,3.0,1.0,5.0,0.0,
IOWA - Nonmetropolitan Counties,Calhoun,7.0,1.0,0.0,,1.0,5.0,83.0,26.0,55.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Cass,10.0,0.0,1.0,,0.0,9.0,39.0,11.0,22.0,6.0,1.0,
IOWA - Nonmetropolitan Counties,Cedar,7.0,0.0,4.0,,2.0,1.0,66.0,24.0,40.0,2.0,1.0,
IOWA - Nonmetropolitan Counties,Cerro Gordo,6.0,0.0,1.0,,0.0,5.0,81.0,22.0,51.0,8.0,1.0,
IOWA - Nonmetropolitan Counties,Cherokee,6.0,0.0,0.0,,0.0,6.0,25.0,7.0,13.0,5.0,0.0,
IOWA - Nonmetropolitan Counties,Clarke,6.0,0.0,0.0,,0.0,6.0,62.0,14.0,38.0,10.0,3.0,
IOWA - Nonmetropolitan Counties,Clay,10.0,0.0,0.0,,0.0,10.0,47.0,10.0,35.0,2.0,1.0,
IOWA - Nonmetropolitan Counties,Clayton,13.0,0.0,5.0,,0.0,8.0,37.0,12.0,23.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Delaware,12.0,0.0,2.0,,0.0,10.0,60.0,26.0,30.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Des Moines,15.0,0.0,4.0,,1.0,10.0,123.0,48.0,66.0,9.0,0.0,
IOWA - Nonmetropolitan Counties,Emmet,11.0,1.0,0.0,,0.0,10.0,21.0,5.0,14.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Fayette,19.0,0.0,1.0,,0.0,18.0,42.0,9.0,29.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Floyd,7.0,0.0,2.0,,0.0,5.0,29.0,10.0,19.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Fremont,22.0,0.0,1.0,,0.0,21.0,81.0,23.0,43.0,15.0,3.0,
IOWA - Nonmetropolitan Counties,Greene,2.0,0.0,0.0,,0.0,2.0,0.0,0.0,0.0,0.0,0.0,
IOWA - Nonmetropolitan Counties,Hamilton,9.0,0.0,1.0,,1.0,7.0,46.0,20.0,24.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Hardin,4.0,0.0,2.0,,0.0,2.0,97.0,27.0,58.0,12.0,1.0,
IOWA - Nonmetropolitan Counties,Henry,15.0,0.0,1.0,,0.0,14.0,36.0,8.0,25.0,3.0,1.0,
IOWA - Nonmetropolitan Counties,Howard,6.0,0.0,3.0,,0.0,3.0,50.0,22.0,27.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Humboldt,3.0,0.0,0.0,,0.0,3.0,44.0,9.0,31.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Ida,8.0,0.0,1.0,,0.0,7.0,93.0,21.0,67.0,5.0,1.0,
IOWA - Nonmetropolitan Counties,Jasper,25.0,0.0,5.0,,0.0,20.0,181.0,83.0,82.0,16.0,1.0,
IOWA - Nonmetropolitan Counties,Jefferson,6.0,0.0,0.0,,0.0,6.0,51.0,20.0,27.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Keokuk,9.0,0.0,2.0,,0.0,7.0,33.0,12.0,15.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Kossuth,9.0,0.0,1.0,,0.0,8.0,15.0,9.0,5.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Louisa,12.0,1.0,5.0,,0.0,6.0,39.0,15.0,20.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Lucas,3.0,0.0,0.0,,0.0,3.0,77.0,39.0,30.0,8.0,0.0,
IOWA - Nonmetropolitan Counties,Lyon,18.0,0.0,5.0,,0.0,13.0,42.0,15.0,24.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Marion,51.0,1.0,20.0,,0.0,30.0,176.0,92.0,74.0,10.0,4.0,
IOWA - Nonmetropolitan Counties,Monroe,7.0,0.0,2.0,,0.0,5.0,29.0,8.0,17.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Muscatine,23.0,0.0,4.0,,0.0,19.0,85.0,40.0,38.0,7.0,0.0,
IOWA - Nonmetropolitan Counties,O'Brien,15.0,0.0,2.0,,0.0,13.0,44.0,12.0,26.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Osceola,5.0,0.0,0.0,,0.0,5.0,83.0,24.0,56.0,3.0,0.0,
IOWA - Nonmetropolitan Counties,Page,9.0,0.0,0.0,,0.0,9.0,37.0,12.0,24.0,1.0,0.0,
IOWA - Nonmetropolitan Counties,Palo Alto,14.0,0.0,2.0,,0.0,12.0,61.0,29.0,29.0,3.0,2.0,
IOWA - Nonmetropolitan Counties,Pocahontas,5.0,0.0,1.0,,1.0,3.0,54.0,19.0,33.0,2.0,1.0,
IOWA - Nonmetropolitan Counties,Poweshiek,11.0,0.0,2.0,,0.0,9.0,38.0,14.0,18.0,6.0,1.0,
IOWA - Nonmetropolitan Counties,Ringgold,3.0,0.0,0.0,,0.0,3.0,34.0,15.0,19.0,0.0,2.0,
IOWA - Nonmetropolitan Counties,Sac,2.0,0.0,0.0,,0.0,2.0,36.0,11.0,24.0,1.0,1.0,
IOWA - Nonmetropolitan Counties,Sioux,2.0,0.0,0.0,,0.0,2.0,44.0,14.0,26.0,4.0,0.0,
IOWA - Nonmetropolitan Counties,Tama,32.0,0.0,1.0,,0.0,31.0,84.0,47.0,27.0,10.0,2.0,
IOWA - Nonmetropolitan Counties,Taylor,5.0,1.0,0.0,,0.0,4.0,18.0,4.0,11.0,3.0,1.0,
IOWA - Nonmetropolitan Counties,Union,6.0,2.0,0.0,,0.0,4.0,45.0,8.0,20.0,17.0,1.0,
IOWA - Nonmetropolitan Counties,Wayne,12.0,0.0,2.0,,0.0,10.0,69.0,35.0,30.0,4.0,1.0,
IOWA - Nonmetropolitan Counties,Webster,18.0,1.0,0.0,,0.0,17.0,162.0,85.0,67.0,10.0,2.0,
IOWA - Nonmetropolitan Counties,Winneshiek,5.0,0.0,3.0,,0.0,2.0,28.0,6.0,16.0,6.0,0.0,
IOWA - Nonmetropolitan Counties,Worth,2.0,0.0,2.0,,0.0,0.0,51.0,11.0,38.0,2.0,0.0,
IOWA - Nonmetropolitan Counties,Wright,4.0,0.0,2.0,,0.0,2.0,20.0,3.0,11.0,6.0,0.0,
KANSAS - Metropolitan Counties,Butler,37.0,0.0,1.0,,3.0,33.0,334.0,126.0,191.0,17.0,5.0,
KANSAS - Metropolitan Counties,Doniphan,4.0,0.0,0.0,,0.0,4.0,47.0,16.0,20.0,11.0,1.0,
KANSAS - Metropolitan Counties,Harvey,9.0,0.0,0.0,,1.0,8.0,50.0,23.0,25.0,2.0,1.0,
KANSAS - Metropolitan Counties,Jackson,19.0,1.0,3.0,,0.0,15.0,92.0,34.0,46.0,12.0,4.0,
KANSAS - Metropolitan Counties,Jefferson,31.0,0.0,2.0,,1.0,28.0,392.0,215.0,163.0,14.0,7.0,
KANSAS - Metropolitan Counties,Johnson,43.0,1.0,7.0,,2.0,33.0,221.0,67.0,129.0,25.0,3.0,
KANSAS - Metropolitan Counties,Leavenworth,53.0,0.0,3.0,,1.0,49.0,241.0,93.0,121.0,27.0,8.0,
KANSAS - Metropolitan Counties,Miami,21.0,2.0,6.0,,1.0,12.0,194.0,89.0,88.0,17.0,5.0,
KANSAS - Metropolitan Counties,Osage,11.0,0.0,1.0,,1.0,9.0,84.0,42.0,40.0,2.0,1.0,
KANSAS - Metropolitan Counties,Pottawatomie,35.0,0.0,4.0,,1.0,30.0,249.0,92.0,140.0,17.0,3.0,
KANSAS - Metropolitan Counties,Riley County Police Department,172.0,2.0,31.0,,23.0,116.0,1253.0,256.0,923.0,74.0,10.0,
KANSAS - Metropolitan Counties,Sedgwick,8.0,2.0,1.0,,0.0,5.0,73.0,18.0,29.0,26.0,0.0,
KANSAS - Metropolitan Counties,Shawnee,73.0,0.0,8.0,,4.0,61.0,814.0,238.0,533.0,43.0,6.0,
KANSAS - Metropolitan Counties,Sumner,18.0,0.0,4.0,,1.0,13.0,151.0,51.0,87.0,13.0,1.0,
KANSAS - Metropolitan Counties,Wabaunsee,13.0,0.0,1.0,,0.0,12.0,55.0,30.0,21.0,4.0,0.0,
KANSAS - Metropolitan Counties,Wyandotte,26.0,0.0,0.0,,4.0,22.0,56.0,5.0,47.0,4.0,1.0,
KANSAS - Nonmetropolitan Counties,Allen,11.0,0.0,2.0,,0.0,9.0,103.0,58.0,40.0,5.0,4.0,
KANSAS - Nonmetropolitan Counties,Anderson,3.0,0.0,1.0,,0.0,2.0,39.0,16.0,21.0,2.0,2.0,
KANSAS - Nonmetropolitan Counties,Barber,2.0,0.0,0.0,,0.0,2.0,27.0,3.0,20.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Bourbon,14.0,0.0,4.0,,0.0,10.0,102.0,41.0,50.0,11.0,0.0,
KANSAS - Nonmetropolitan Counties,Brown,6.0,0.0,1.0,,0.0,5.0,32.0,8.0,19.0,5.0,3.0,
KANSAS - Nonmetropolitan Counties,Chautauqua,0.0,0.0,0.0,,0.0,0.0,18.0,7.0,9.0,2.0,1.0,
KANSAS - Nonmetropolitan Counties,Cherokee,19.0,2.0,1.0,,1.0,15.0,202.0,61.0,112.0,29.0,9.0,
KANSAS - Nonmetropolitan Counties,Cheyenne,5.0,0.0,2.0,,0.0,3.0,16.0,7.0,7.0,2.0,1.0,
KANSAS - Nonmetropolitan Counties,Clay,2.0,0.0,1.0,,0.0,1.0,18.0,7.0,11.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Cloud,8.0,0.0,2.0,,0.0,6.0,89.0,64.0,22.0,3.0,1.0,
KANSAS - Nonmetropolitan Counties,Coffey,3.0,0.0,1.0,,0.0,2.0,18.0,4.0,12.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Cowley,20.0,0.0,0.0,,1.0,19.0,109.0,44.0,53.0,12.0,1.0,
KANSAS - Nonmetropolitan Counties,Crawford,30.0,1.0,4.0,,1.0,24.0,166.0,50.0,105.0,11.0,4.0,
KANSAS - Nonmetropolitan Counties,Dickinson,14.0,0.0,4.0,,0.0,10.0,143.0,63.0,70.0,10.0,9.0,
KANSAS - Nonmetropolitan Counties,Edwards,1.0,0.0,0.0,,0.0,1.0,29.0,11.0,16.0,2.0,1.0,
KANSAS - Nonmetropolitan Counties,Ellis,14.0,0.0,1.0,,2.0,11.0,62.0,25.0,30.0,7.0,2.0,
KANSAS - Nonmetropolitan Counties,Ellsworth,8.0,0.0,1.0,,0.0,7.0,35.0,15.0,14.0,6.0,1.0,
KANSAS - Nonmetropolitan Counties,Finney,28.0,0.0,8.0,,1.0,19.0,136.0,42.0,83.0,11.0,1.0,
KANSAS - Nonmetropolitan Counties,Ford,15.0,1.0,4.0,,1.0,9.0,76.0,38.0,33.0,5.0,5.0,
KANSAS - Nonmetropolitan Counties,Franklin,21.0,0.0,1.0,,0.0,20.0,162.0,56.0,87.0,19.0,8.0,
KANSAS - Nonmetropolitan Counties,Geary,18.0,0.0,1.0,,0.0,17.0,37.0,8.0,28.0,1.0,4.0,
KANSAS - Nonmetropolitan Counties,Gove,5.0,0.0,1.0,,0.0,4.0,9.0,2.0,7.0,0.0,1.0,
KANSAS - Nonmetropolitan Counties,Graham,4.0,0.0,0.0,,0.0,4.0,12.0,3.0,8.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Gray,9.0,0.0,3.0,,0.0,6.0,48.0,14.0,30.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Greenwood,11.0,0.0,1.0,,0.0,10.0,85.0,34.0,42.0,9.0,0.0,
KANSAS - Nonmetropolitan Counties,Hamilton,4.0,0.0,0.0,,0.0,4.0,20.0,10.0,9.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Harper,5.0,0.0,0.0,,0.0,5.0,32.0,9.0,22.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Haskell,10.0,0.0,3.0,,0.0,7.0,51.0,13.0,34.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Kearny,15.0,0.0,4.0,,0.0,11.0,62.0,11.0,48.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Labette,15.0,0.0,1.0,,0.0,14.0,48.0,24.0,22.0,2.0,3.0,
KANSAS - Nonmetropolitan Counties,Lane,4.0,0.0,0.0,,0.0,4.0,23.0,3.0,17.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Lincoln,6.0,0.0,2.0,,0.0,4.0,102.0,55.0,46.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Logan,0.0,0.0,0.0,,0.0,0.0,5.0,1.0,2.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Marion,14.0,0.0,5.0,,0.0,9.0,34.0,11.0,20.0,3.0,1.0,
KANSAS - Nonmetropolitan Counties,Marshall,4.0,0.0,0.0,,0.0,4.0,31.0,3.0,26.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,McPherson,8.0,0.0,0.0,,0.0,8.0,151.0,100.0,44.0,7.0,4.0,
KANSAS - Nonmetropolitan Counties,Mitchell,6.0,0.0,0.0,,0.0,6.0,18.0,6.0,8.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Montgomery,30.0,1.0,5.0,,2.0,22.0,91.0,39.0,40.0,12.0,6.0,
KANSAS - Nonmetropolitan Counties,Morris,8.0,0.0,0.0,,0.0,8.0,38.0,17.0,21.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Morton,8.0,0.0,1.0,,0.0,7.0,22.0,3.0,16.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Nemaha,9.0,0.0,0.0,,0.0,9.0,59.0,27.0,28.0,4.0,2.0,
KANSAS - Nonmetropolitan Counties,Neosho,16.0,0.0,4.0,,0.0,12.0,68.0,38.0,28.0,2.0,5.0,
KANSAS - Nonmetropolitan Counties,Ness,7.0,0.0,1.0,,0.0,6.0,33.0,5.0,26.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Norton,2.0,0.0,0.0,,1.0,1.0,26.0,12.0,12.0,2.0,2.0,
KANSAS - Nonmetropolitan Counties,Osborne,1.0,0.0,1.0,,0.0,0.0,27.0,13.0,14.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Ottawa,4.0,0.0,0.0,,0.0,4.0,49.0,17.0,29.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Phillips,2.0,0.0,0.0,,0.0,2.0,8.0,4.0,4.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Pratt,7.0,0.0,3.0,,0.0,4.0,93.0,40.0,48.0,5.0,1.0,
KANSAS - Nonmetropolitan Counties,Rawlins,0.0,0.0,0.0,,0.0,0.0,3.0,1.0,2.0,0.0,1.0,
KANSAS - Nonmetropolitan Counties,Reno,22.0,1.0,4.0,,1.0,16.0,282.0,106.0,160.0,16.0,18.0,
KANSAS - Nonmetropolitan Counties,Republic,0.0,0.0,0.0,,0.0,0.0,23.0,7.0,15.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Rice,6.0,0.0,2.0,,0.0,4.0,46.0,21.0,21.0,4.0,0.0,
KANSAS - Nonmetropolitan Counties,Rush,6.0,0.0,1.0,,0.0,5.0,30.0,6.0,23.0,1.0,1.0,
KANSAS - Nonmetropolitan Counties,Russell,2.0,0.0,0.0,,0.0,2.0,39.0,20.0,19.0,0.0,0.0,
KANSAS - Nonmetropolitan Counties,Seward,9.0,0.0,0.0,,1.0,8.0,29.0,12.0,14.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Thomas,4.0,0.0,2.0,,1.0,1.0,23.0,1.0,20.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Trego,0.0,0.0,0.0,,0.0,0.0,10.0,4.0,3.0,3.0,0.0,
KANSAS - Nonmetropolitan Counties,Washington,5.0,0.0,0.0,,0.0,5.0,30.0,6.0,19.0,5.0,0.0,
KANSAS - Nonmetropolitan Counties,Wichita,0.0,0.0,0.0,,0.0,0.0,30.0,2.0,27.0,1.0,0.0,
KANSAS - Nonmetropolitan Counties,Wilson,11.0,2.0,3.0,,1.0,5.0,68.0,34.0,32.0,2.0,0.0,
KANSAS - Nonmetropolitan Counties,Woodson,5.0,0.0,0.0,,0.0,5.0,51.0,36.0,13.0,2.0,2.0,
KENTUCKY - Metropolitan Counties,Allen,9.0,0.0,5.0,,0.0,4.0,163.0,64.0,84.0,15.0,2.0,
KENTUCKY - Metropolitan Counties,Boone,68.0,1.0,25.0,,25.0,17.0,1036.0,243.0,716.0,77.0,4.0,
KENTUCKY - Metropolitan Counties,Bourbon,0.0,0.0,0.0,,0.0,0.0,90.0,43.0,42.0,5.0,0.0,
KENTUCKY - Metropolitan Counties,Boyd,13.0,0.0,0.0,,4.0,9.0,90.0,23.0,61.0,6.0,0.0,
KENTUCKY - Metropolitan Counties,Bracken,2.0,0.0,0.0,,1.0,1.0,54.0,19.0,23.0,12.0,0.0,
KENTUCKY - Metropolitan Counties,Bullitt,31.0,0.0,10.0,,7.0,14.0,473.0,189.0,230.0,54.0,3.0,
KENTUCKY - Metropolitan Counties,Butler,3.0,0.0,1.0,,0.0,2.0,45.0,26.0,10.0,9.0,0.0,
KENTUCKY - Metropolitan Counties,Campbell,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KENTUCKY - Metropolitan Counties,Campbell County Police Department,16.0,0.0,14.0,,1.0,1.0,201.0,69.0,114.0,18.0,0.0,
KENTUCKY - Metropolitan Counties,Christian,25.0,1.0,4.0,,6.0,14.0,301.0,91.0,178.0,32.0,1.0,
KENTUCKY - Metropolitan Counties,Clark,11.0,0.0,4.0,,1.0,6.0,231.0,107.0,115.0,9.0,0.0,
KENTUCKY - Metropolitan Counties,Daviess,24.0,0.0,6.0,,2.0,16.0,380.0,100.0,262.0,18.0,1.0,
KENTUCKY - Metropolitan Counties,Edmonson,5.0,0.0,0.0,,0.0,5.0,20.0,7.0,12.0,1.0,0.0,
KENTUCKY - Metropolitan Counties,Gallatin,4.0,0.0,0.0,,1.0,3.0,43.0,10.0,24.0,9.0,1.0,
KENTUCKY - Metropolitan Counties,Grant,5.0,0.0,0.0,,2.0,3.0,100.0,29.0,60.0,11.0,0.0,
KENTUCKY - Metropolitan Counties,Greenup,4.0,0.0,1.0,,2.0,1.0,43.0,14.0,26.0,3.0,0.0,
KENTUCKY - Metropolitan Counties,Hancock,0.0,0.0,0.0,,0.0,0.0,16.0,10.0,3.0,3.0,0.0,
KENTUCKY - Metropolitan Counties,Hardin,12.0,3.0,1.0,,1.0,7.0,155.0,52.0,94.0,9.0,1.0,
KENTUCKY - Metropolitan Counties,Henderson,11.0,0.0,2.0,,4.0,5.0,180.0,70.0,98.0,12.0,1.0,
KENTUCKY - Metropolitan Counties,Henry,0.0,0.0,0.0,,0.0,0.0,11.0,5.0,5.0,1.0,0.0,
KENTUCKY - Metropolitan Counties,Jessamine,7.0,1.0,2.0,,0.0,4.0,204.0,79.0,116.0,9.0,0.0,
KENTUCKY - Metropolitan Counties,Kenton,1.0,0.0,0.0,,1.0,0.0,9.0,1.0,8.0,0.0,0.0,
KENTUCKY - Metropolitan Counties,Kenton County Police Department,12.0,0.0,8.0,,1.0,3.0,149.0,61.0,77.0,11.0,0.0,
KENTUCKY - Metropolitan Counties,Larue,3.0,0.0,0.0,,0.0,3.0,26.0,8.0,16.0,2.0,0.0,
KENTUCKY - Metropolitan Counties,McLean,5.0,0.0,0.0,,0.0,5.0,48.0,23.0,20.0,5.0,0.0,
KENTUCKY - Metropolitan Counties,Meade,14.0,0.0,0.0,,4.0,10.0,97.0,46.0,39.0,12.0,1.0,
KENTUCKY - Metropolitan Counties,Oldham,0.0,0.0,0.0,,0.0,0.0,7.0,3.0,4.0,0.0,0.0,
KENTUCKY - Metropolitan Counties,Oldham County Police Department,21.0,1.0,9.0,,4.0,7.0,280.0,87.0,175.0,18.0,4.0,
KENTUCKY - Metropolitan Counties,Pendleton,2.0,0.0,0.0,,0.0,2.0,64.0,20.0,40.0,4.0,1.0,
KENTUCKY - Metropolitan Counties,Scott,12.0,0.0,0.0,,5.0,7.0,174.0,65.0,90.0,19.0,0.0,
KENTUCKY - Metropolitan Counties,Shelby,15.0,0.0,3.0,,6.0,6.0,396.0,132.0,246.0,18.0,2.0,
KENTUCKY - Metropolitan Counties,Spencer,7.0,0.0,3.0,,0.0,4.0,88.0,29.0,52.0,7.0,0.0,
KENTUCKY - Metropolitan Counties,Trigg,4.0,0.0,0.0,,1.0,3.0,77.0,35.0,36.0,6.0,2.0,
KENTUCKY - Metropolitan Counties,Trimble,0.0,0.0,0.0,,0.0,0.0,6.0,3.0,3.0,0.0,0.0,
KENTUCKY - Metropolitan Counties,Warren,37.0,0.0,10.0,,3.0,24.0,399.0,157.0,212.0,30.0,5.0,
KENTUCKY - Metropolitan Counties,Woodford,0.0,0.0,0.0,,0.0,0.0,18.0,7.0,11.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Adair,1.0,0.0,1.0,,0.0,0.0,44.0,20.0,18.0,6.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Anderson,1.0,0.0,0.0,,0.0,1.0,37.0,21.0,14.0,2.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Ballard,3.0,0.0,0.0,,1.0,2.0,47.0,15.0,29.0,3.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Barren,5.0,2.0,0.0,,0.0,3.0,105.0,42.0,47.0,16.0,3.0,
KENTUCKY - Nonmetropolitan Counties,Bath,1.0,0.0,0.0,,1.0,0.0,28.0,14.0,10.0,4.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Bell,21.0,0.0,0.0,,6.0,15.0,233.0,78.0,139.0,16.0,2.0,
KENTUCKY - Nonmetropolitan Counties,Boyle,2.0,0.0,0.0,,0.0,2.0,39.0,19.0,19.0,1.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Breathitt,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Breckinridge,1.0,0.0,0.0,,0.0,1.0,5.0,2.0,3.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Caldwell,3.0,0.0,1.0,,0.0,2.0,52.0,27.0,23.0,2.0,1.0,
KENTUCKY - Nonmetropolitan Counties,Calloway,12.0,1.0,0.0,,3.0,8.0,201.0,93.0,99.0,9.0,1.0,
KENTUCKY - Nonmetropolitan Counties,Carlisle,2.0,0.0,0.0,,0.0,2.0,19.0,3.0,16.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Carroll,1.0,0.0,0.0,,0.0,1.0,24.0,12.0,11.0,1.0,3.0,
KENTUCKY - Nonmetropolitan Counties,Carter,3.0,0.0,0.0,,1.0,2.0,44.0,23.0,20.0,1.0,1.0,
KENTUCKY - Nonmetropolitan Counties,Casey,2.0,0.0,0.0,,0.0,2.0,28.0,18.0,8.0,2.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Clay,9.0,2.0,0.0,,1.0,6.0,62.0,16.0,39.0,7.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Clinton,4.0,0.0,0.0,,0.0,4.0,16.0,1.0,14.0,1.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Crittenden,0.0,0.0,0.0,,0.0,0.0,22.0,10.0,12.0,0.0,0.0,
KENTUCKY - Nonmetropolitan Counties,Cumberland,0.0,0.0,0.0,,0.0,0.0,10.0,6.0,2.0,2.0,0.0,
